sourceid,relation,targetid
DB00477,dr-di,D001714
DB00477,dr-di,D001766
DB00477,dr-di,D001778
DB00477,dr-di,D001919
DB00477,dr-di,D001929
DB00477,dr-di,D002037
DB00477,dr-di,D002375
DB00477,dr-di,D002389
DB00477,dr-di,D002526
DB00477,dr-di,D002653
DB00477,dr-di,D002761
DB00477,dr-di,D002779
DB00477,dr-di,D002780
DB00477,dr-di,D002819
DB00477,dr-di,D003221
DB00477,dr-di,D003248
DB00477,dr-di,D003680
DB00477,dr-di,D003693
DB00477,dr-di,D003866
DB00477,dr-di,D003873
DB00477,dr-di,D003920
DB00477,dr-di,D003967
DB00477,dr-di,D004244
DB00477,dr-di,D004401
DB00477,dr-di,D004409
DB00477,dr-di,D004421
DB00477,dr-di,D004487
DB00477,dr-di,D004830
DB00477,dr-di,D005076
DB00477,dr-di,D005234
DB00477,dr-di,D005334
DB00477,dr-di,D005687
DB00477,dr-di,D005910
DB00477,dr-di,D006212
DB00477,dr-di,D006261
DB00477,dr-di,D006323
DB00477,dr-di,D006461
DB00477,dr-di,D006937
DB00477,dr-di,D006948
DB00477,dr-di,D006966
DB00477,dr-di,D006970
DB00477,dr-di,D006973
DB00477,dr-di,D007022
DB00477,dr-di,D007024
DB00477,dr-di,D007035
DB00477,dr-di,D007172
DB00477,dr-di,D007177
DB00477,dr-di,D007232
DB00477,dr-di,D007319
DB00477,dr-di,D007333
DB00477,dr-di,D007565
DB00477,dr-di,D008064
DB00477,dr-di,D008105
DB00477,dr-di,D008107
DB00477,dr-di,D008133
DB00477,dr-di,D008180
DB00477,dr-di,D008288
DB00477,dr-di,D008881
DB00477,dr-di,D009069
DB00477,dr-di,D009127
DB00477,dr-di,D009135
DB00477,dr-di,D009202
DB00477,dr-di,D009207
DB00477,dr-di,D009336
DB00477,dr-di,D009357
DB00477,dr-di,D009369
DB00477,dr-di,D009422
DB00477,dr-di,D009459
DB00477,dr-di,D009771
DB00477,dr-di,D009896
DB00477,dr-di,D010146
DB00477,dr-di,D010198
DB00477,dr-di,D010243
DB00477,dr-di,D010259
DB00477,dr-di,D010291
DB00477,dr-di,D010302
DB00477,dr-di,D010523
DB00477,dr-di,D010554
DB00477,dr-di,D010787
DB00477,dr-di,D011248
DB00477,dr-di,D011297
DB00477,dr-di,D011317
DB00477,dr-di,D011537
DB00477,dr-di,D011595
DB00477,dr-di,D011596
DB00477,dr-di,D011605
DB00477,dr-di,D011618
DB00477,dr-di,D011655
DB00477,dr-di,D012021
DB00477,dr-di,D012131
DB00477,dr-di,D012164
DB00477,dr-di,D012559
DB00477,dr-di,D012563
DB00477,dr-di,D012640
DB00477,dr-di,D012798
DB00477,dr-di,D013009
DB00477,dr-di,D013035
DB00477,dr-di,D013226
DB00477,dr-di,D013342
DB00477,dr-di,D013375
DB00477,dr-di,D013575
DB00477,dr-di,D013614
DB00477,dr-di,D013616
DB00477,dr-di,D013617
DB00477,dr-di,D013733
DB00477,dr-di,D013923
DB00477,dr-di,D014103
DB00477,dr-di,D014202
DB00477,dr-di,D014549
DB00477,dr-di,D014693
DB00477,dr-di,D014839
DB00477,dr-di,D014987
DB00477,dr-di,D015430
DB00477,dr-di,D015835
DB00477,dr-di,D016171
DB00477,dr-di,D017109
DB00477,dr-di,D017180
DB00477,dr-di,D018476
DB00477,dr-di,D018754
DB00477,dr-di,D019954
DB00477,dr-di,D019955
DB00477,dr-di,D019966
DB00477,dr-di,D020230
DB00477,dr-di,D020246
DB00477,dr-di,D020734
DB00477,dr-di,D020820
DB00477,dr-di,D020821
DB00477,dr-di,D041781
DB00477,dr-di,D053608
DB00477,dr-di,D054537
DB00477,dr-di,D056486
DB00477,dr-di,D058186
DB00477,dr-di,D064420
DB00672,dr-di,D000743
DB00672,dr-di,D000744
DB00672,dr-di,D000787
DB00672,dr-di,D001284
DB00672,dr-di,D001649
DB00672,dr-di,D001928
DB00672,dr-di,D002779
DB00672,dr-di,D002780
DB00672,dr-di,D003128
DB00672,dr-di,D003711
DB00672,dr-di,D003872
DB00672,dr-di,D003920
DB00672,dr-di,D003924
DB00672,dr-di,D004342
DB00672,dr-di,D004487
DB00672,dr-di,D005076
DB00672,dr-di,D005483
DB00672,dr-di,D005921
DB00672,dr-di,D006461
DB00672,dr-di,D006505
DB00672,dr-di,D006973
DB00672,dr-di,D007003
DB00672,dr-di,D007010
DB00672,dr-di,D007177
DB00672,dr-di,D007565
DB00672,dr-di,D008107
DB00672,dr-di,D009325
DB00672,dr-di,D009404
DB00672,dr-di,D009901
DB00672,dr-di,D011183
DB00672,dr-di,D012010
DB00672,dr-di,D012769
DB00672,dr-di,D014555
DB00672,dr-di,D014839
DB00672,dr-di,D041781
DB00672,dr-di,D056486
DB00122,dr-di,D000647
DB00122,dr-di,D001321
DB00122,dr-di,D002658
DB00122,dr-di,D003072
DB00122,dr-di,D003866
DB00122,dr-di,D004195
DB00122,dr-di,D005234
DB00122,dr-di,D006505
DB00122,dr-di,D006528
DB00122,dr-di,D007249
DB00122,dr-di,D007859
DB00122,dr-di,D008103
DB00122,dr-di,D008113
DB00122,dr-di,D008569
DB00122,dr-di,D009336
DB00122,dr-di,D010195
DB00122,dr-di,D013226
DB00122,dr-di,D015431
DB00122,dr-di,D056486
DB00122,dr-di,D065626
DB00501,dr-di,D000707
DB00501,dr-di,D000740
DB00501,dr-di,D000741
DB00501,dr-di,D000743
DB00501,dr-di,D000744
DB00501,dr-di,D000799
DB00501,dr-di,D001002
DB00501,dr-di,D001008
DB00501,dr-di,D001049
DB00501,dr-di,D001145
DB00501,dr-di,D001259
DB00501,dr-di,D001281
DB00501,dr-di,D001480
DB00501,dr-di,D001523
DB00501,dr-di,D001919
DB00501,dr-di,D002389
DB00501,dr-di,D002493
DB00501,dr-di,D002526
DB00501,dr-di,D002779
DB00501,dr-di,D002819
DB00501,dr-di,D003128
DB00501,dr-di,D003221
DB00501,dr-di,D003248
DB00501,dr-di,D003329
DB00501,dr-di,D003693
DB00501,dr-di,D003704
DB00501,dr-di,D003866
DB00501,dr-di,D003875
DB00501,dr-di,D003967
DB00501,dr-di,D004172
DB00501,dr-di,D004244
DB00501,dr-di,D004342
DB00501,dr-di,D004409
DB00501,dr-di,D004415
DB00501,dr-di,D004417
DB00501,dr-di,D004421
DB00501,dr-di,D004487
DB00501,dr-di,D004802
DB00501,dr-di,D004827
DB00501,dr-di,D004830
DB00501,dr-di,D005076
DB00501,dr-di,D005221
DB00501,dr-di,D005334
DB00501,dr-di,D005483
DB00501,dr-di,D005687
DB00501,dr-di,D005756
DB00501,dr-di,D006177
DB00501,dr-di,D006212
DB00501,dr-di,D006261
DB00501,dr-di,D006311
DB00501,dr-di,D006323
DB00501,dr-di,D006402
DB00501,dr-di,D006471
DB00501,dr-di,D006505
DB00501,dr-di,D006528
DB00501,dr-di,D006943
DB00501,dr-di,D006948
DB00501,dr-di,D006966
DB00501,dr-di,D006970
DB00501,dr-di,D006973
DB00501,dr-di,D007003
DB00501,dr-di,D007022
DB00501,dr-di,D007172
DB00501,dr-di,D007410
DB00501,dr-di,D007674
DB00501,dr-di,D007970
DB00501,dr-di,D008107
DB00501,dr-di,D008569
DB00501,dr-di,D008708
DB00501,dr-di,D009069
DB00501,dr-di,D009207
DB00501,dr-di,D009325
DB00501,dr-di,D009336
DB00501,dr-di,D009395
DB00501,dr-di,D009422
DB00501,dr-di,D009468
DB00501,dr-di,D009503
DB00501,dr-di,D009845
DB00501,dr-di,D009901
DB00501,dr-di,D010146
DB00501,dr-di,D010195
DB00501,dr-di,D010198
DB00501,dr-di,D010259
DB00501,dr-di,D010302
DB00501,dr-di,D010437
DB00501,dr-di,D010523
DB00501,dr-di,D010689
DB00501,dr-di,D011041
DB00501,dr-di,D011141
DB00501,dr-di,D011183
DB00501,dr-di,D011537
DB00501,dr-di,D011595
DB00501,dr-di,D011605
DB00501,dr-di,D012131
DB00501,dr-di,D012640
DB00501,dr-di,D012735
DB00501,dr-di,D012772
DB00501,dr-di,D013064
DB00501,dr-di,D013226
DB00501,dr-di,D013274
DB00501,dr-di,D013276
DB00501,dr-di,D013375
DB00501,dr-di,D013610
DB00501,dr-di,D013921
DB00501,dr-di,D014202
DB00501,dr-di,D014456
DB00501,dr-di,D014581
DB00501,dr-di,D014657
DB00501,dr-di,D014693
DB00501,dr-di,D014717
DB00501,dr-di,D014839
DB00501,dr-di,D015431
DB00501,dr-di,D015746
DB00501,dr-di,D015835
DB00501,dr-di,D016171
DB00501,dr-di,D016584
DB00501,dr-di,D016889
DB00501,dr-di,D017180
DB00501,dr-di,D017285
DB00501,dr-di,D018366
DB00501,dr-di,D018487
DB00501,dr-di,D018879
DB00501,dr-di,D019954
DB00501,dr-di,D019964
DB00501,dr-di,D020018
DB00501,dr-di,D020246
DB00501,dr-di,D051437
DB00501,dr-di,D053099
DB00501,dr-di,D053608
DB00501,dr-di,D053609
DB00501,dr-di,D054138
DB00501,dr-di,D054537
DB00501,dr-di,D056486
DB00501,dr-di,D058186
DB00501,dr-di,D064420
DB00537,dr-di,D000743
DB00537,dr-di,D000744
DB00537,dr-di,D000799
DB00537,dr-di,D001008
DB00537,dr-di,D001201
DB00537,dr-di,D001281
DB00537,dr-di,D001424
DB00537,dr-di,D001649
DB00537,dr-di,D001714
DB00537,dr-di,D001749
DB00537,dr-di,D001766
DB00537,dr-di,D001855
DB00537,dr-di,D001919
DB00537,dr-di,D001927
DB00537,dr-di,D002295
DB00537,dr-di,D002493
DB00537,dr-di,D002637
DB00537,dr-di,D002779
DB00537,dr-di,D003117
DB00537,dr-di,D003128
DB00537,dr-di,D003221
DB00537,dr-di,D003550
DB00537,dr-di,D003556
DB00537,dr-di,D003693
DB00537,dr-di,D003866
DB00537,dr-di,D003875
DB00537,dr-di,D003967
DB00537,dr-di,D004172
DB00537,dr-di,D004244
DB00537,dr-di,D004342
DB00537,dr-di,D004401
DB00537,dr-di,D004417
DB00537,dr-di,D004487
DB00537,dr-di,D004802
DB00537,dr-di,D004827
DB00537,dr-di,D004830
DB00537,dr-di,D004890
DB00537,dr-di,D004892
DB00537,dr-di,D004893
DB00537,dr-di,D005076
DB00537,dr-di,D005334
DB00537,dr-di,D005921
DB00537,dr-di,D006212
DB00537,dr-di,D006261
DB00537,dr-di,D006319
DB00537,dr-di,D006323
DB00537,dr-di,D006331
DB00537,dr-di,D006417
DB00537,dr-di,D006461
DB00537,dr-di,D006463
DB00537,dr-di,D006504
DB00537,dr-di,D006529
DB00537,dr-di,D006869
DB00537,dr-di,D006970
DB00537,dr-di,D006973
DB00537,dr-di,D007022
DB00537,dr-di,D007239
DB00537,dr-di,D007565
DB00537,dr-di,D007674
DB00537,dr-di,D007676
DB00537,dr-di,D007683
DB00537,dr-di,D007964
DB00537,dr-di,D007970
DB00537,dr-di,D008133
DB00537,dr-di,D008175
DB00537,dr-di,D008206
DB00537,dr-di,D008288
DB00537,dr-di,D008581
DB00537,dr-di,D008582
DB00537,dr-di,D009069
DB00537,dr-di,D009133
DB00537,dr-di,D009135
DB00537,dr-di,D009190
DB00537,dr-di,D009207
DB00537,dr-di,D009325
DB00537,dr-di,D009395
DB00537,dr-di,D009422
DB00537,dr-di,D009503
DB00537,dr-di,D009901
DB00537,dr-di,D010019
DB00537,dr-di,D010146
DB00537,dr-di,D010259
DB00537,dr-di,D010291
DB00537,dr-di,D010292
DB00537,dr-di,D010523
DB00537,dr-di,D010538
DB00537,dr-di,D010689
DB00537,dr-di,D010787
DB00537,dr-di,D011014
DB00537,dr-di,D011183
DB00537,dr-di,D011507
DB00537,dr-di,D011537
DB00537,dr-di,D011559
DB00537,dr-di,D011605
DB00537,dr-di,D011693
DB00537,dr-di,D011695
DB00537,dr-di,D011704
DB00537,dr-di,D012131
DB00537,dr-di,D012640
DB00537,dr-di,D012871
DB00537,dr-di,D012893
DB00537,dr-di,D013009
DB00537,dr-di,D013163
DB00537,dr-di,D013203
DB00537,dr-di,D013226
DB00537,dr-di,D013262
DB00537,dr-di,D013575
DB00537,dr-di,D013651
DB00537,dr-di,D013921
DB00537,dr-di,D013924
DB00537,dr-di,D014012
DB00537,dr-di,D014202
DB00537,dr-di,D014549
DB00537,dr-di,D014581
DB00537,dr-di,D014652
DB00537,dr-di,D014657
DB00537,dr-di,D014786
DB00537,dr-di,D014839
DB00537,dr-di,D015431
DB00537,dr-di,D015746
DB00537,dr-di,D016171
DB00537,dr-di,D017093
DB00537,dr-di,D017114
DB00537,dr-di,D018366
DB00537,dr-di,D018771
DB00537,dr-di,D018805
DB00537,dr-di,D019586
DB00537,dr-di,D019954
DB00537,dr-di,D020230
DB00537,dr-di,D041781
DB00537,dr-di,D051437
DB00537,dr-di,D055154
DB00537,dr-di,D055370
DB00537,dr-di,D056486
DB00537,dr-di,D058186
DB00537,dr-di,D064420
DB00845,dr-di,D000380
DB00845,dr-di,D000741
DB00845,dr-di,D000743
DB00845,dr-di,D003967
DB00845,dr-di,D007008
DB00845,dr-di,D015746
DB00845,dr-di,D064420
DB00882,dr-di,D000230
DB00882,dr-di,D000341
DB00882,dr-di,D001008
DB00882,dr-di,D001201
DB00882,dr-di,D001943
DB00882,dr-di,D002389
DB00882,dr-di,D003221
DB00882,dr-di,D003693
DB00882,dr-di,D004417
DB00882,dr-di,D004487
DB00882,dr-di,D004802
DB00882,dr-di,D004830
DB00882,dr-di,D006470
DB00882,dr-di,D006529
DB00882,dr-di,D006966
DB00882,dr-di,D007247
DB00882,dr-di,D007319
DB00882,dr-di,D007859
DB00882,dr-di,D008114
DB00882,dr-di,D008569
DB00882,dr-di,D009069
DB00882,dr-di,D009203
DB00882,dr-di,D009325
DB00882,dr-di,D009901
DB00882,dr-di,D010051
DB00882,dr-di,D010911
DB00882,dr-di,D010996
DB00882,dr-di,D011605
DB00882,dr-di,D012640
DB00882,dr-di,D013923
DB00882,dr-di,D014549
DB00882,dr-di,D014786
DB00882,dr-di,D015746
DB00882,dr-di,D019964
DB00882,dr-di,D020246
DB00882,dr-di,D020795
DB01242,dr-di,D000014
DB01242,dr-di,D000138
DB01242,dr-di,D000855
DB01242,dr-di,D001002
DB01242,dr-di,D001008
DB01242,dr-di,D001068
DB01242,dr-di,D001321
DB01242,dr-di,D001523
DB01242,dr-di,D001714
DB01242,dr-di,D001919
DB01242,dr-di,D002318
DB01242,dr-di,D002375
DB01242,dr-di,D002385
DB01242,dr-di,D003248
DB01242,dr-di,D003693
DB01242,dr-di,D003865
DB01242,dr-di,D003866
DB01242,dr-di,D003967
DB01242,dr-di,D004195
DB01242,dr-di,D004211
DB01242,dr-di,D004244
DB01242,dr-di,D004409
DB01242,dr-di,D004421
DB01242,dr-di,D004487
DB01242,dr-di,D004775
DB01242,dr-di,D004830
DB01242,dr-di,D005221
DB01242,dr-di,D005334
DB01242,dr-di,D005879
DB01242,dr-di,D006212
DB01242,dr-di,D006261
DB01242,dr-di,D006330
DB01242,dr-di,D006331
DB01242,dr-di,D006505
DB01242,dr-di,D006945
DB01242,dr-di,D006948
DB01242,dr-di,D006970
DB01242,dr-di,D006973
DB01242,dr-di,D007022
DB01242,dr-di,D007024
DB01242,dr-di,D007035
DB01242,dr-di,D007172
DB01242,dr-di,D007174
DB01242,dr-di,D007177
DB01242,dr-di,D007232
DB01242,dr-di,D007249
DB01242,dr-di,D007319
DB01242,dr-di,D007431
DB01242,dr-di,D008064
DB01242,dr-di,D008133
DB01242,dr-di,D008569
DB01242,dr-di,D009069
DB01242,dr-di,D009122
DB01242,dr-di,D009123
DB01242,dr-di,D009207
DB01242,dr-di,D009325
DB01242,dr-di,D009369
DB01242,dr-di,D009395
DB01242,dr-di,D009437
DB01242,dr-di,D009771
DB01242,dr-di,D010146
DB01242,dr-di,D010259
DB01242,dr-di,D010523
DB01242,dr-di,D010554
DB01242,dr-di,D010673
DB01242,dr-di,D011183
DB01242,dr-di,D011297
DB01242,dr-di,D011595
DB01242,dr-di,D011618
DB01242,dr-di,D012010
DB01242,dr-di,D012021
DB01242,dr-di,D012640
DB01242,dr-di,D012735
DB01242,dr-di,D012893
DB01242,dr-di,D013064
DB01242,dr-di,D013226
DB01242,dr-di,D013375
DB01242,dr-di,D013610
DB01242,dr-di,D014012
DB01242,dr-di,D014202
DB01242,dr-di,D014786
DB01242,dr-di,D014839
DB01242,dr-di,D014987
DB01242,dr-di,D016055
DB01242,dr-di,D016584
DB01242,dr-di,D017180
DB01242,dr-di,D018771
DB01242,dr-di,D019954
DB01242,dr-di,D019955
DB01242,dr-di,D019957
DB01242,dr-di,D019964
DB01242,dr-di,D019966
DB01242,dr-di,D020018
DB01242,dr-di,D020230
DB01242,dr-di,D020520
DB01242,dr-di,D053608
DB01242,dr-di,D053609
DB01242,dr-di,D062787
DB01242,dr-di,D064420
DB00575,dr-di,D000419
DB00575,dr-di,D000647
DB00575,dr-di,D001008
DB00575,dr-di,D001049
DB00575,dr-di,D001145
DB00575,dr-di,D001259
DB00575,dr-di,D001289
DB00575,dr-di,D001321
DB00575,dr-di,D001342
DB00575,dr-di,D001523
DB00575,dr-di,D001919
DB00575,dr-di,D002375
DB00575,dr-di,D002385
DB00575,dr-di,D002389
DB00575,dr-di,D002561
DB00575,dr-di,D003128
DB00575,dr-di,D003244
DB00575,dr-di,D003248
DB00575,dr-di,D003693
DB00575,dr-di,D003704
DB00575,dr-di,D003866
DB00575,dr-di,D004244
DB00575,dr-di,D004409
DB00575,dr-di,D004487
DB00575,dr-di,D004827
DB00575,dr-di,D004830
DB00575,dr-di,D004831
DB00575,dr-di,D005076
DB00575,dr-di,D005221
DB00575,dr-di,D005315
DB00575,dr-di,D005334
DB00575,dr-di,D005879
DB00575,dr-di,D006029
DB00575,dr-di,D006130
DB00575,dr-di,D006177
DB00575,dr-di,D006212
DB00575,dr-di,D006323
DB00575,dr-di,D006327
DB00575,dr-di,D006556
DB00575,dr-di,D006930
DB00575,dr-di,D006943
DB00575,dr-di,D006948
DB00575,dr-di,D006966
DB00575,dr-di,D006970
DB00575,dr-di,D006973
DB00575,dr-di,D007003
DB00575,dr-di,D007010
DB00575,dr-di,D007022
DB00575,dr-di,D007024
DB00575,dr-di,D007035
DB00575,dr-di,D007172
DB00575,dr-di,D007174
DB00575,dr-di,D007177
DB00575,dr-di,D007319
DB00575,dr-di,D007431
DB00575,dr-di,D009069
DB00575,dr-di,D009127
DB00575,dr-di,D009128
DB00575,dr-di,D009203
DB00575,dr-di,D009207
DB00575,dr-di,D009293
DB00575,dr-di,D009325
DB00575,dr-di,D009771
DB00575,dr-di,D010146
DB00575,dr-di,D010149
DB00575,dr-di,D010292
DB00575,dr-di,D010554
DB00575,dr-di,D011041
DB00575,dr-di,D011183
DB00575,dr-di,D011297
DB00575,dr-di,D011507
DB00575,dr-di,D011595
DB00575,dr-di,D011928
DB00575,dr-di,D012019
DB00575,dr-di,D012021
DB00575,dr-di,D012131
DB00575,dr-di,D012559
DB00575,dr-di,D012640
DB00575,dr-di,D012735
DB00575,dr-di,D012798
DB00575,dr-di,D012893
DB00575,dr-di,D013118
DB00575,dr-di,D013226
DB00575,dr-di,D013276
DB00575,dr-di,D013375
DB00575,dr-di,D013575
DB00575,dr-di,D013610
DB00575,dr-di,D013617
DB00575,dr-di,D013981
DB00575,dr-di,D014202
DB00575,dr-di,D014474
DB00575,dr-di,D014549
DB00575,dr-di,D014555
DB00575,dr-di,D014717
DB00575,dr-di,D014786
DB00575,dr-di,D014839
DB00575,dr-di,D014987
DB00575,dr-di,D015877
DB00575,dr-di,D017202
DB00575,dr-di,D018476
DB00575,dr-di,D019954
DB00575,dr-di,D019955
DB00575,dr-di,D019966
DB00575,dr-di,D019970
DB00575,dr-di,D020018
DB00575,dr-di,D020734
DB00575,dr-di,D053609
DB00575,dr-di,D054138
DB00575,dr-di,D054537
DB00575,dr-di,D062787
DB00575,dr-di,D064420
DB00257,dr-di,D000230
DB00257,dr-di,D001932
DB00257,dr-di,D002779
DB00257,dr-di,D003110
DB00257,dr-di,D006461
DB00257,dr-di,D006505
DB00257,dr-di,D006973
DB00257,dr-di,D008175
DB00257,dr-di,D009362
DB00257,dr-di,D056486
DB00363,dr-di,D000140
DB00363,dr-di,D000380
DB00363,dr-di,D000741
DB00363,dr-di,D000799
DB00363,dr-di,D000855
DB00363,dr-di,D001049
DB00363,dr-di,D001068
DB00363,dr-di,D001145
DB00363,dr-di,D001201
DB00363,dr-di,D001342
DB00363,dr-di,D001480
DB00363,dr-di,D001523
DB00363,dr-di,D001714
DB00363,dr-di,D001919
DB00363,dr-di,D001930
DB00363,dr-di,D002037
DB00363,dr-di,D002311
DB00363,dr-di,D002318
DB00363,dr-di,D002375
DB00363,dr-di,D002385
DB00363,dr-di,D002389
DB00363,dr-di,D002637
DB00363,dr-di,D002779
DB00363,dr-di,D002819
DB00363,dr-di,D003072
DB00363,dr-di,D003128
DB00363,dr-di,D003221
DB00363,dr-di,D003248
DB00363,dr-di,D003371
DB00363,dr-di,D003645
DB00363,dr-di,D003680
DB00363,dr-di,D003693
DB00363,dr-di,D003704
DB00363,dr-di,D003865
DB00363,dr-di,D003866
DB00363,dr-di,D003875
DB00363,dr-di,D003920
DB00363,dr-di,D003924
DB00363,dr-di,D003967
DB00363,dr-di,D004244
DB00363,dr-di,D004342
DB00363,dr-di,D004401
DB00363,dr-di,D004409
DB00363,dr-di,D004417
DB00363,dr-di,D004421
DB00363,dr-di,D004487
DB00363,dr-di,D004775
DB00363,dr-di,D004802
DB00363,dr-di,D004827
DB00363,dr-di,D004829
DB00363,dr-di,D004830
DB00363,dr-di,D004831
DB00363,dr-di,D005076
DB00363,dr-di,D005221
DB00363,dr-di,D005334
DB00363,dr-di,D006212
DB00363,dr-di,D006331
DB00363,dr-di,D006333
DB00363,dr-di,D006417
DB00363,dr-di,D006501
DB00363,dr-di,D006529
DB00363,dr-di,D006606
DB00363,dr-di,D006943
DB00363,dr-di,D006945
DB00363,dr-di,D006948
DB00363,dr-di,D006949
DB00363,dr-di,D006966
DB00363,dr-di,D006970
DB00363,dr-di,D006973
DB00363,dr-di,D007010
DB00363,dr-di,D007022
DB00363,dr-di,D007024
DB00363,dr-di,D007035
DB00363,dr-di,D007172
DB00363,dr-di,D007174
DB00363,dr-di,D007333
DB00363,dr-di,D007565
DB00363,dr-di,D007859
DB00363,dr-di,D007964
DB00363,dr-di,D007970
DB00363,dr-di,D008064
DB00363,dr-di,D008107
DB00363,dr-di,D008133
DB00363,dr-di,D009069
DB00363,dr-di,D009123
DB00363,dr-di,D009127
DB00363,dr-di,D009190
DB00363,dr-di,D009202
DB00363,dr-di,D009205
DB00363,dr-di,D009207
DB00363,dr-di,D009212
DB00363,dr-di,D009325
DB00363,dr-di,D009336
DB00363,dr-di,D009395
DB00363,dr-di,D009422
DB00363,dr-di,D009459
DB00363,dr-di,D009503
DB00363,dr-di,D009765
DB00363,dr-di,D009771
DB00363,dr-di,D010146
DB00363,dr-di,D010195
DB00363,dr-di,D010243
DB00363,dr-di,D010259
DB00363,dr-di,D010291
DB00363,dr-di,D010300
DB00363,dr-di,D010490
DB00363,dr-di,D010493
DB00363,dr-di,D010554
DB00363,dr-di,D010996
DB00363,dr-di,D011297
DB00363,dr-di,D011507
DB00363,dr-di,D011595
DB00363,dr-di,D011605
DB00363,dr-di,D011618
DB00363,dr-di,D011654
DB00363,dr-di,D011655
DB00363,dr-di,D012021
DB00363,dr-di,D012131
DB00363,dr-di,D012148
DB00363,dr-di,D012559
DB00363,dr-di,D012563
DB00363,dr-di,D012640
DB00363,dr-di,D012770
DB00363,dr-di,D012798
DB00363,dr-di,D012893
DB00363,dr-di,D013064
DB00363,dr-di,D013262
DB00363,dr-di,D013342
DB00363,dr-di,D013375
DB00363,dr-di,D013575
DB00363,dr-di,D013610
DB00363,dr-di,D013616
DB00363,dr-di,D013617
DB00363,dr-di,D013981
DB00363,dr-di,D014202
DB00363,dr-di,D014474
DB00363,dr-di,D014549
DB00363,dr-di,D014555
DB00363,dr-di,D014786
DB00363,dr-di,D014839
DB00363,dr-di,D015430
DB00363,dr-di,D015431
DB00363,dr-di,D015746
DB00363,dr-di,D015835
DB00363,dr-di,D016055
DB00363,dr-di,D016584
DB00363,dr-di,D016757
DB00363,dr-di,D017109
DB00363,dr-di,D017114
DB00363,dr-di,D017379
DB00363,dr-di,D018366
DB00363,dr-di,D018476
DB00363,dr-di,D018908
DB00363,dr-di,D019954
DB00363,dr-di,D019955
DB00363,dr-di,D019956
DB00363,dr-di,D019957
DB00363,dr-di,D019964
DB00363,dr-di,D019966
DB00363,dr-di,D019970
DB00363,dr-di,D020018
DB00363,dr-di,D020246
DB00363,dr-di,D020520
DB00363,dr-di,D020734
DB00363,dr-di,D020820
DB00363,dr-di,D020821
DB00363,dr-di,D024821
DB00363,dr-di,D041781
DB00363,dr-di,D050171
DB00363,dr-di,D050197
DB00363,dr-di,D051437
DB00363,dr-di,D053206
DB00363,dr-di,D053609
DB00363,dr-di,D054556
DB00363,dr-di,D056486
DB00363,dr-di,D058186
DB00363,dr-di,D062787
DB00363,dr-di,D064420
DB00907,dr-di,D000014
DB00907,dr-di,D000015
DB00907,dr-di,D000138
DB00907,dr-di,D000380
DB00907,dr-di,D000505
DB00907,dr-di,D000707
DB00907,dr-di,D000740
DB00907,dr-di,D000743
DB00907,dr-di,D000787
DB00907,dr-di,D000799
DB00907,dr-di,D000857
DB00907,dr-di,D001002
DB00907,dr-di,D001008
DB00907,dr-di,D001037
DB00907,dr-di,D001049
DB00907,dr-di,D001145
DB00907,dr-di,D001157
DB00907,dr-di,D001161
DB00907,dr-di,D001168
DB00907,dr-di,D001249
DB00907,dr-di,D001259
DB00907,dr-di,D001264
DB00907,dr-di,D001281
DB00907,dr-di,D001282
DB00907,dr-di,D001284
DB00907,dr-di,D001289
DB00907,dr-di,D001327
DB00907,dr-di,D001342
DB00907,dr-di,D001480
DB00907,dr-di,D001523
DB00907,dr-di,D001714
DB00907,dr-di,D001766
DB00907,dr-di,D001847
DB00907,dr-di,D001919
DB00907,dr-di,D001927
DB00907,dr-di,D001929
DB00907,dr-di,D001930
DB00907,dr-di,D001986
DB00907,dr-di,D002037
DB00907,dr-di,D002311
DB00907,dr-di,D002318
DB00907,dr-di,D002375
DB00907,dr-di,D002389
DB00907,dr-di,D002493
DB00907,dr-di,D002526
DB00907,dr-di,D002543
DB00907,dr-di,D002544
DB00907,dr-di,D002545
DB00907,dr-di,D002546
DB00907,dr-di,D002561
DB00907,dr-di,D002637
DB00907,dr-di,D002653
DB00907,dr-di,D002658
DB00907,dr-di,D002819
DB00907,dr-di,D002972
DB00907,dr-di,D003072
DB00907,dr-di,D003117
DB00907,dr-di,D003128
DB00907,dr-di,D003221
DB00907,dr-di,D003251
DB00907,dr-di,D003324
DB00907,dr-di,D003327
DB00907,dr-di,D003328
DB00907,dr-di,D003329
DB00907,dr-di,D003371
DB00907,dr-di,D003556
DB00907,dr-di,D003645
DB00907,dr-di,D003680
DB00907,dr-di,D003693
DB00907,dr-di,D003711
DB00907,dr-di,D003866
DB00907,dr-di,D003875
DB00907,dr-di,D003967
DB00907,dr-di,D004195
DB00907,dr-di,D004211
DB00907,dr-di,D004244
DB00907,dr-di,D004409
DB00907,dr-di,D004417
DB00907,dr-di,D004421
DB00907,dr-di,D004487
DB00907,dr-di,D004681
DB00907,dr-di,D004830
DB00907,dr-di,D005076
DB00907,dr-di,D005128
DB00907,dr-di,D005221
DB00907,dr-di,D005315
DB00907,dr-di,D005317
DB00907,dr-di,D005334
DB00907,dr-di,D005355
DB00907,dr-di,D005759
DB00907,dr-di,D006099
DB00907,dr-di,D006130
DB00907,dr-di,D006212
DB00907,dr-di,D006261
DB00907,dr-di,D006311
DB00907,dr-di,D006312
DB00907,dr-di,D006319
DB00907,dr-di,D006323
